time,wind_speed,wind_dir,temp,rh,barometer,radiation,inner_temp,pm_10,pm_2.5,pm_1
1.0,-0.07655651397402824,0.003840477283557544,0.03770874566935996,-0.1609635488054993,0.019431782430843793,-0.055548182232550376,0.1366465875858932,-0.3000537753452436,-0.24807609495474417,-0.20565415381820457
-0.07655651397402824,1.0,0.07089663750833905,0.22585512812875538,0.07411104586488176,-0.21537078053106032,0.09865854524666622,0.1739471210837817,-0.11155049966520411,-0.18011533179979825,-0.21576706258854425
0.003840477283557544,0.07089663750833905,1.0,0.10016416111915208,0.09674342361604711,-0.0748581298320862,0.031271610468520325,0.06857647869788691,0.006695505718669659,-0.010396231814673267,-0.015323312928734874
0.03770874566935996,0.22585512812875538,0.10016416111915208,1.0,0.09439199534634558,-0.6178694825561283,0.25355421874969813,0.49755496393746473,-0.12255553468396964,-0.27248981182857995,-0.3342813574815501
-0.1609635488054993,0.07411104586488176,0.09674342361604711,0.09439199534634558,1.0,-0.07565985815124905,0.28931458238402474,-0.05647337542869318,0.045195212682946205,0.029122485470293134,0.01017073503667911
0.019431782430843793,-0.21537078053106032,-0.0748581298320862,-0.6178694825561283,-0.07565985815124905,1.0,-0.10791851578858917,-0.3626114053364012,0.14326030599770506,0.24996441276632472,0.31101579414976666
-0.055548182232550376,0.09865854524666622,0.031271610468520325,0.25355421874969813,0.28931458238402474,-0.10791851578858917,1.0,0.2330743369191747,-0.04461457120548354,-0.1319821660990009,-0.149019466810389
0.1366465875858932,0.1739471210837817,0.06857647869788691,0.49755496393746473,-0.05647337542869318,-0.3626114053364012,0.2330743369191747,1.0,-0.1798413698577572,-0.28389597527749244,-0.3088116330219053
-0.3000537753452436,-0.11155049966520411,0.006695505718669659,-0.12255553468396964,0.045195212682946205,0.14326030599770506,-0.04461457120548354,-0.1798413698577572,1.0,0.7795159811786385,0.6792238817561151
-0.24807609495474417,-0.18011533179979825,-0.010396231814673267,-0.27248981182857995,0.029122485470293134,0.24996441276632472,-0.1319821660990009,-0.28389597527749244,0.7795159811786385,1.0,0.8784153648689131
-0.20565415381820457,-0.21576706258854425,-0.015323312928734874,-0.3342813574815501,0.01017073503667911,0.31101579414976666,-0.149019466810389,-0.3088116330219053,0.6792238817561151,0.8784153648689131,1.0
