epoch,loss,val_loss,train_time,time
0,0.004437814014262224,0.0009225122877880252,6.32163667678833,15/12/2019 07:45:52
1,0.0014975871039706425,0.0006808506556039676,3.649364709854126,15/12/2019 07:45:52
2,0.0012283242731278793,0.0005566888171093054,3.7467799186706543,15/12/2019 07:45:52
3,0.0010625526167606465,0.0005803479542533798,3.6082255840301514,15/12/2019 07:45:52
4,0.0009730064409554505,0.0005227023379683493,3.62166166305542,15/12/2019 07:45:52
5,0.0008944628886903209,0.0005206868985997171,3.321610450744629,15/12/2019 07:45:52
6,0.0008454008491300512,0.0007363754596833,3.5607473850250244,15/12/2019 07:45:52
7,0.0008375929213426339,0.000449829096940822,3.5424697399139404,15/12/2019 07:45:52
8,0.0008171853789958629,0.0005012854465234681,3.4894802570343018,15/12/2019 07:45:52
9,0.0008037826004997913,0.0004382428217923943,3.6084320545196533,15/12/2019 07:45:52
10,0.000820201868632122,0.00047002603635153557,3.6435697078704834,15/12/2019 07:45:52
11,0.0007996893310475917,0.0004883049470254679,3.673896551132202,15/12/2019 07:45:52
12,0.0008259891719525719,0.0004557473787083832,3.5478293895721436,15/12/2019 07:45:52
13,0.0007761030865594698,0.0004147065193897864,3.4798595905303955,15/12/2019 07:45:52
14,0.0007734483660556446,0.0004065895114055933,3.6859800815582275,15/12/2019 07:45:52
15,0.0007758905270858832,0.00044173556054942584,3.549828052520752,15/12/2019 07:45:52
16,0.0007778486026955185,0.0004428219242036785,3.547360420227051,15/12/2019 07:45:52
17,0.0007656408625116512,0.0004151311792966464,3.4391775131225586,15/12/2019 07:45:52
18,0.0007654135178832394,0.00043020836177571655,3.758855104446411,15/12/2019 07:45:52
19,0.0007546313427269436,0.0003973235821153582,3.65621018409729,15/12/2019 07:45:52
20,0.000782647388143891,0.00040204987490152934,3.5058116912841797,15/12/2019 07:45:52
21,0.0007609165199586262,0.0004146759006531515,3.662440776824951,15/12/2019 07:45:52
22,0.0007552841626142953,0.0005018691670751814,3.4897823333740234,15/12/2019 07:45:52
23,0.000775495551437122,0.0004234898860046268,3.6477649211883545,15/12/2019 07:45:52
24,0.0007595527673774136,0.0004063506767076472,3.53692626953125,15/12/2019 07:45:52
25,0.0007633118670118229,0.00043239651118599976,3.455143928527832,15/12/2019 07:45:52
26,0.0007372309634997091,0.00041832849165524986,3.616041421890259,15/12/2019 07:45:52
27,0.0007524176407450917,0.0003926613576401701,3.5337061882019043,15/12/2019 07:45:52
28,0.0007323144031421388,0.0005587394707085453,3.441676378250122,15/12/2019 07:45:52
29,0.0007354689158881294,0.00043482709086312967,3.603550910949707,15/12/2019 07:45:52
30,0.0007464300965960083,0.0004115212472318994,3.470806360244751,15/12/2019 07:45:52
31,0.0007414755718251814,0.00048478081430302765,3.687213659286499,15/12/2019 07:45:52
32,0.0007259285940434623,0.00045650360282638205,3.676551103591919,15/12/2019 07:45:52
33,0.0007359343118103007,0.0004316320533297844,3.6108040809631348,15/12/2019 07:45:52
34,0.0007460784733178753,0.00045973901025812266,3.6429572105407715,15/12/2019 07:45:52
35,0.0007373779055589387,0.000508074666830736,3.552025318145752,15/12/2019 07:45:52
36,0.0007231299706382472,0.00044466606654346245,3.5978806018829346,15/12/2019 07:45:52
37,0.000731817953205674,0.00044529713619315174,3.5649611949920654,15/12/2019 07:45:52
38,0.0007205395565813903,0.00041826583046609137,3.492546319961548,15/12/2019 07:45:52
39,0.0007205704221818931,0.0003917011465811809,3.4741756916046143,15/12/2019 07:45:52
40,0.0007359588564950449,0.00039253090201060817,3.4826111793518066,15/12/2019 07:45:52
41,0.0007111776226782149,0.00039091006393464096,3.491959810256958,15/12/2019 07:45:52
42,0.0007149077618883953,0.0004071976320128137,3.3826773166656494,15/12/2019 07:45:52
43,0.000730031103905033,0.00038625704800045906,3.5871269702911377,15/12/2019 07:45:52
44,0.0007155624725477832,0.00039192289596921636,3.558959484100342,15/12/2019 07:45:52
45,0.0007207068466484346,0.00039185931815067924,3.5653533935546875,15/12/2019 07:45:52
46,0.0007062099833033432,0.00044082299866868394,3.5698843002319336,15/12/2019 07:45:52
47,0.000716412531252504,0.0003945892626877516,3.451662063598633,15/12/2019 07:45:52
48,0.0007046695636326532,0.0004398552120855573,3.4024858474731445,15/12/2019 07:45:52
49,0.0007042123051051262,0.0005067515479767638,3.580670118331909,15/12/2019 07:45:52
50,0.0007204718861996453,0.0003986051698632058,3.368255853652954,15/12/2019 07:45:52
51,0.0007082101484590881,0.00046589595425838924,3.545537233352661,15/12/2019 07:45:52
52,0.0007020610813453145,0.0003837813526596386,3.4930806159973145,15/12/2019 07:45:52
53,0.000701362726504527,0.0004312257891501404,3.4624428749084473,15/12/2019 07:45:52
54,0.0006912631752846616,0.0003840556384603213,3.285093307495117,15/12/2019 07:45:52
55,0.0006978474367463744,0.000379298810198959,3.399890422821045,15/12/2019 07:45:52
56,0.0007038990422204692,0.0003858968938953482,3.3615660667419434,15/12/2019 07:45:52
57,0.0006995940689154908,0.00040549282997678915,3.2895102500915527,15/12/2019 07:45:52
58,0.000689957460830574,0.0004452903876150979,3.7608704566955566,15/12/2019 07:45:52
59,0.0006867215673449747,0.0004455609817588584,3.5602290630340576,15/12/2019 07:45:52
60,0.00069562099278493,0.0003760994886742452,3.556981086730957,15/12/2019 07:45:52
61,0.0007079081600030287,0.00039720398616185454,3.4526641368865967,15/12/2019 07:45:52
62,0.0006871299142385837,0.00037973900934216596,3.4730381965637207,15/12/2019 07:45:52
63,0.0006878432678213237,0.00043355032208968294,3.495945692062378,15/12/2019 07:45:52
