PM10,PM2.5
9.0161,7.578500000000001
2.195,1.9050000000000002
5.5412,4.54625
6.1311,5.2
9.2767,8.71
8.6246,8.314
9.58,8.0633
17.54,12.2567
23.66,17.325
20.2633,15.6425
21.0183,14.7733
23.06,14.47
20.7483,12.8133
28.531699999999997,16.43
25.4167,18.1917
19.1308,13.2692
24.7683,17.9037
23.9,17.500999999999998
20.875,16.0765
15.45,11.2333
22.5711,15.5008
20.0452,13.4226
15.7647,10.6625
15.7357,10.7405
13.744900000000001,9.8746
15.8351,11.3461
23.359,18.1543
21.8317,17.815
4.39804,4.09804
2.98571,2.69524
9.4489,7.2425999999999995
13.749300000000002,9.9803
17.32,13.515
16.9264,13.9887
15.3794,12.6729
14.5759,11.938599999999997
13.8116,10.4012
9.6361,6.862300000000001
13.5563,7.6099
16.31,8.905
22.94,12.063300000000002
19.6082,13.813100000000002
21.6,15.615
32.345,24.608299999999996
39.4792,30.8175
47.0775,36.4175
76.325,63.11899999999999
68.067,54.687
64.0,52.678
64.697,54.99499999999999
62.119,54.36
47.5462,41.8376
69.16,63.107
56.396,51.229
49.3481,43.7807
41.8306,35.4015
27.2695,22.4707
32.599000000000004,26.098000000000003
31.9832,26.172399999999996
33.3861,26.285799999999995
27.970500000000005,22.8902
26.985000000000003,22.74
30.6573,22.7912
23.623,17.9754
17.9366,13.511
21.4283,16.3567
27.98,21.3925
27.438300000000005,22.3233
26.9485,20.4194
29.8175,24.1583
31.6125,27.375
35.5866,32.3864
33.9794,30.9756
27.9075,25.9396
31.8549,29.7609
31.216099999999997,28.2891
29.3527,26.8969
29.5209,26.847799999999996
21.3057,18.0148
13.642199999999999,11.1672
11.7145,9.7212
14.2364,11.4961
11.9325,9.3932
14.332,8.7918
11.3827,7.2745
11.1701,7.2303999999999995
12.3156,8.1029
13.1377,8.8723
18.0793,12.073499999999997
30.9902,20.7853
28.6526,11.2224
8.568,7.8167
16.7632,12.7279
8.47,7.915000000000001
11.2893,9.0558
16.65,12.158300000000002
40.6383,37.0083
17.6067,15.415
20.1633,17.3067
22.9367,20.9417
24.147100000000002,21.083
21.6321,17.5498
26.075899999999997,19.6823
22.6342,16.8832
16.0106,11.7013
16.3666,11.7464
15.7571,11.1652
13.313400000000001,9.8654
11.8364,9.0494
11.887,10.0326
13.774299999999998,9.2871
15.357400000000002,10.1776
27.692399999999996,18.1183
27.490899999999996,19.4475
29.056599999999996,22.5744
33.4635,25.582499999999996
32.9156,24.0937
27.343900000000005,22.2424
29.123800000000003,24.521900000000002
29.483099999999997,24.2698
24.7538,20.98
25.7559,23.596500000000002
21.4781,19.2315
26.7098,23.8721
18.1416,16.1509
16.313,14.2444
19.1028,15.7268
18.1133,13.72
21.0457,16.2006
25.6333,14.3617
22.0802,15.2448
24.1901,17.097
14.7261,11.798899999999998
19.7683,11.8958
18.4037,14.108700000000002
24.521899999999995,20.6219
18.3609,18.0266
19.4218,19.1313
20.0603,19.8254
19.7601,19.4135
17.5463,17.5439
23.0877,22.2004
12.4915,12.1337
12.9799,12.7259
38.9812,38.892
56.721,56.596999999999994
27.9707,27.845799999999997
33.6292,33.3053
25.528,25.068300000000004
20.8203,20.5681
15.5188,14.835800000000003
15.1439,13.213599999999998
16.6985,10.9242
14.5333,10.595
5.3192,5.018
5.1988,5.0081
3.3180300000000007,2.85082
6.9592,6.775
11.0233,10.7158
13.0813,12.738300000000002
13.597,13.0523
15.9759,12.8732
18.1909,16.4715
16.0684,13.6449
17.14,14.9278
16.5454,14.094599999999998
13.7054,12.3171
14.8593,14.1279
16.6791,15.5408
19.2937,18.375
18.8157,17.6483
21.2593,19.9679
23.5647,21.9612
19.7335,18.3707
14.635000000000002,12.9796
16.6541,13.9668
14.0729,13.1212
16.3029,13.5426
14.4847,12.0862
10.7921,8.8308
9.8833,7.5567
13.0354,7.5939
7.8054,6.0332
9.1783,6.0967
17.8567,8.8317
24.8983,10.9742
20.5533,14.9883
25.5383,18.9475
29.115000000000002,22.4283
35.4132,26.8044
29.1561,21.8622
34.1287,25.5113
31.2153,23.2113
33.3175,24.386899999999997
32.6483,23.4833
37.5598,28.302899999999998
44.2576,33.0581
35.7509,27.937900000000003
38.0031,27.5158
35.734,27.1186
36.3351,28.3371
34.5028,26.7162
37.3451,30.2174
40.9294,30.0311
36.0829,27.551399999999997
41.5097,29.1329
47.7198,28.2707
38.5173,22.122
38.0733,17.0267
29.8301,16.1559
22.4487,17.0171
24.3092,17.9724
23.1283,17.0783
23.703000000000007,18.1894
21.5392,17.1325
23.0508,18.0992
22.5983,18.3883
20.6458,17.2267
18.8942,15.8117
17.9457,15.317
19.1648,14.4335
17.8043,12.8378
21.2658,14.721099999999998
15.8556,10.7444
15.9443,11.2026
21.1,14.7614
24.675000000000004,14.9318
22.09,10.7145
17.7171,8.0464
22.8594,8.6923
26.422199999999997,10.2296
25.036800000000003,11.5236
15.8565,11.1408
22.0727,15.702600000000002
17.1855,12.7434
17.95,13.4527
14.787500000000001,11.8781
17.9026,13.9321
19.3217,15.0333
19.885,15.225700000000002
16.7655,13.5742
15.699300000000001,12.077600000000002
23.4923,14.765399999999998
17.5473,12.792700000000002
17.3987,12.6494
21.2844,11.3594
15.153100000000002,9.0205
17.8484,8.6566
20.4094,11.332
17.7681,7.466799999999999
13.862500000000002,6.797500000000001
8.1609,5.2391
14.1995,7.2489
17.8468,7.980899999999999
16.8366,7.6148
18.7411,7.6575
30.7608,12.8567
32.409,16.865
29.7833,16.9321
17.5845,9.625
19.8364,11.4907
46.154,26.6365
37.515,23.3625
27.9606,17.0113
46.3161,39.9514
37.457,34.9874
38.6416,35.3074
22.7474,20.6568
33.2523,30.587
22.1975,19.2754
27.5647,22.7534
21.8208,15.739599999999998
19.05,11.9674
23.0325,13.195
9.6636,8.5659
14.087600000000002,10.9383
14.1159,10.5637
16.9806,11.0194
14.380999999999998,11.3345
18.6917,12.3778
24.875,13.7849
35.5322,17.8163
31.4388,20.5474
33.6253,22.2072
35.5,22.2343
51.352999999999994,26.750000000000004
28.3394,18.1219
29.7912,19.9767
22.8683,18.4733
22.445,17.775
27.2783,19.3575
34.4543,30.1143
49.82100000000002,45.4339
49.8322,43.9619
33.7605,28.616700000000005
25.956500000000002,22.1413
24.6606,18.5455
20.5568,17.5415
20.4573,17.55
16.6572,14.446599999999998
16.6543,14.3429
15.1574,12.1765
14.686799999999998,12.5441
19.8096,16.774
23.6459,21.3993
29.052399999999995,25.153999999999996
40.3845,29.0859
32.1382,25.671099999999996
31.2367,25.2667
37.5731,31.510500000000004
29.83,28.3577
34.9635,33.2568
44.8975,39.6372
46.5112,44.0719
50.32,47.507400000000004
60.722,57.27
45.6788,42.9025
35.4465,32.2375
42.4217,36.7233
35.9192,31.2533
28.2817,24.4633
22.9883,19.2125
15.325199999999999,11.5182
15.1067,12.6375
11.6433,9.8875
11.6516,7.8677
11.7528,6.746199999999999
13.832,8.326
17.4762,10.125
26.1216,11.996999999999998
20.5613,13.0975
23.4805,14.775200000000002
30.9304,17.3259
29.4039,16.6772
25.0824,16.3274
26.8753,18.3326
23.2901,18.1191
26.9682,21.8918
48.6142,35.72
52.856,46.6289
46.1762,41.269
48.37850000000001,42.6446
47.9918,41.1623
27.686700000000002,23.215
27.035000000000004,21.755
22.6033,17.03
20.8119,15.311199999999998
19.6475,16.4108
18.5725,15.2292
20.9267,15.5142
23.514,18.0184
26.6759,21.0353
36.2591,27.2476
38.9668,26.750000000000004
37.798,26.753500000000003
47.9138,36.2414
53.968,39.7947
51.015,36.7635
62.89200000000001,45.3793
61.48,52.74
64.589,58.464999999999996
81.077,71.42
49.5,46.8214
48.855500000000006,46.1896
45.6648,42.3905
29.910799999999995,26.856199999999998
26.69,24.029200000000003
31.516900000000003,26.3164
23.89,18.4233
25.550799999999995,19.7392
31.6369,29.5255
15.4038,15.225800000000001
13.1892,13.024199999999999
12.974500000000003,12.779599999999999
14.976699999999997,14.7792
12.205,12.087500000000002
15.381700000000002,15.1033
14.138699999999998,13.6255
18.6467,16.73
10.8878,10.6589
7.0647,6.9868
6.3564,6.1455
8.147,7.845399999999999
12.634100000000002,12.189499999999999
19.2496,17.2878
23.988000000000003,20.36
21.9235,19.0748
21.1594,17.9014
18.1099,13.267600000000002
22.4842,11.6875
29.3879,14.637900000000002
13.4635,8.0512
12.2989,6.3966
13.053799999999999,6.65
15.8773,6.639900000000001
16.0683,6.7467
11.5978,5.9815
17.2818,7.1924
14.1587,7.1286000000000005
20.6067,8.5667
20.9547,9.3777
26.1246,11.3703
20.1583,9.74
16.3058,9.7675
32.0742,15.5275
27.6833,15.1975
24.0617,13.4067
28.283300000000004,17.2598
31.758200000000002,23.611199999999997
39.625,34.9736
43.9199,40.4754
46.7609,43.6412
33.4936,28.3482
34.3425,26.0525
30.071300000000004,20.883000000000006
33.7771,25.416699999999995
23.9172,21.0655
25.721899999999998,16.9141
23.485,17.0692
44.504030777639294,32.27965790303225
19.3522,15.155899999999999
13.816200000000002,10.2739
21.4224,12.2065
31.894,14.718999999999998
29.886,17.9711
29.8671,17.6859
32.8827,21.1391
28.081800000000005,18.8727
28.077699999999997,17.2741
28.706499999999995,16.9839
27.8483,16.155
27.625000000000004,18.255
34.903,22.0893
29.7664,20.8044
38.5643,27.215199999999996
56.556,39.5368
39.6805,30.270700000000005
39.4477,29.7746
38.724,29.212199999999996
27.5978,16.2544
23.7977,14.1253
25.191799999999997,17.4589
28.274999999999995,20.7188
26.6767,18.2783
26.03,18.2783
26.775400000000005,15.5525
24.24,13.556699999999998
23.7817,12.0133
27.504199999999997,14.1867
33.2842,18.1783
21.8058,11.8458
22.743,12.518399999999998
33.29,15.604
29.9525,18.1792
24.6152,16.1152
24.109399999999997,15.9
26.842300000000005,17.3904
30.066700000000004,21.2648
41.3085,35.7319
53.13,47.5501
49.922,42.0735
36.4357,25.888800000000003
33.7714,22.533
35.7937,27.2688
31.2231,24.239999999999995
22.7475,15.5
15.5423,9.6155
13.4426,9.6809
16.1217,9.2783
17.3917,9.5467
21.4083,10.9192
25.9858,13.3725
27.112500000000004,14.5508
25.4983,14.4758
20.5342,12.589199999999998
21.9525,13.665
22.7148,12.142000000000001
23.5121,11.2121
27.672200000000004,13.4841
27.066700000000004,14.5889
40.0578,25.9314
21.1263,14.0455
23.8835,18.8822
42.2773,37.7218
38.9546,34.0768
22.1433,19.2217
21.2925,16.5375
29.629200000000004,21.3283
25.0208,15.2775
30.0508,15.255
31.672299999999996,18.6063
27.0477,15.7311
16.8268,10.6585
22.2255,14.6218
24.0958,16.4025
23.225,16.65
31.6871,16.0922
24.870599999999996,14.9088
18.2667,11.3167
24.2684,12.7965
20.432,10.5883
25.2493,11.4627
20.1904,12.7982
19.239,12.6667
16.983,12.2032
30.7435,23.3685
21.0891,17.1581
9.4716,7.94
7.3933,6.1835
7.340499999999999,6.483300000000001
18.5647,12.0363
31.831799999999998,16.0318
20.0884,11.6744
19.7312,9.5078
15.689599999999999,7.7749999999999995
16.9481,8.5571
12.864299999999998,6.9174
16.973,9.5338
23.6285,10.9032
19.5944,10.07
22.1978,9.5194
19.574,10.0365
16.1386,9.4729
14.785,8.7159
14.9416,7.8618
16.9967,8.5033
21.7533,12.056700000000001
18.5464,10.6101
15.6717,10.0717
16.3967,10.67
19.4533,12.605
22.5558,17.7525
26.5517,21.3008
32.6034,26.8888
29.837499999999995,23.2946
31.0842,16.255
23.1975,12.48
16.3238,10.7333
14.5587,9.8288
15.15,9.2333
17.5916,9.9578
33.2343,17.6806
28.6118,15.07
29.0958,15.0703
32.8298,16.4893
30.915999999999997,16.636
32.7253,20.1795
29.0817,16.7523
22.9571,14.506300000000001
25.716699999999996,14.0733
29.1588,23.5203
54.183,49.166000000000004
52.30100000000001,45.5791
47.2279,42.8275
29.8897,26.7448
21.8368,20.8603
11.8938,11.0181
16.883,15.7929
15.6,14.9186
15.2152,13.4742
17.2917,13.05
16.4269,10.0537
7.9817,5.8433
5.1333,4.9416699999999985
7.0017,6.5083
16.2933,13.8817
16.7967,12.385
15.819200000000002,10.6017
27.828300000000002,15.5542
7.575,6.006700000000001
7.963300000000001,7.2558
20.5274,14.0571
21.2358,15.3767
17.1119,14.2155
17.5045,15.5
18.0212,15.8679
17.9212,15.3525
18.1357,15.6939
19.6187,17.9137
15.7939,14.6317
22.6109,21.3041
20.2172,18.4207
17.6041,15.7722
20.85,16.9258
16.5671,13.022900000000002
11.395,8.1767
12.1467,9.39
13.6292,10.4333
10.6733,7.7932999999999995
8.2992,5.9525
14.0208,7.0392
21.6292,8.6725
21.7283,12.943299999999999
14.6592,11.3725
21.4917,15.543300000000002
25.1462,17.0885
24.0925,15.7212
19.987,13.9565
21.0658,15.4487
6.195799999999999,5.8667
7.7092,7.0913
12.495000000000001,11.823299999999998
14.157700000000002,13.6353
18.3594,17.5062
