07/02/2021 10:19:50,0.07661067523506634,0.09402183654015793,98.00225022532408
07/02/2021 10:20:43,0.07661067523506634,0.09402183654015793,98.00225022532408
07/02/2021 10:20:43,18.30995138118086,22.471218933097745,98.00225022532408,8.400105237960815
07/02/2021 10:21:31,0.07661067523506634,0.09402183654015793,98.00225022532408
07/02/2021 10:21:31,18.30995138118086,22.471218933097745,98.00225022532408,7.978509187698364
