TIME,MONTH,DAY,YEAR,HOUR,WIND_SPEED,WIND_DIR,TEMP,RH,BAROMETER,RADIATION,INNER_TEMP,PM10,PM2.5,PM1
1/1/2016 1:00,1,1,2016,1,0.83811,72.296,16.6636,0.353516,1025.58,0.98863,24.2105,,,
1/1/2016 2:00,1,1,2016,2,0.470937,4.00682,16.6047,0.353819,1024.98,1.00686,24.3074,104.185,64.1,49.7441
1/1/2016 3:00,1,1,2016,3,0.65984,345.035,16.2336,0.353993,1024.29,1.00443,24.2588,112.762,81.6,71.725
1/1/2016 4:00,1,1,2016,4,0.5633,17.3645,16.0934,0.352821,1023.79,0.98741,24.0312,73.583,51.733,42.1278
1/1/2016 5:00,1,1,2016,5,0.50966,10.0452,16.0534,0.353559,1023.83,1.0026,24.0024,69.592,54.049,48.9237
1/1/2016 6:00,1,1,2016,6,0.60866,342.787,16.0088,0.354644,1024.15,1.0099,23.8453,79.391,54.579,44.1515
1/1/2016 7:00,1,1,2016,7,0.65259,354.022,15.9815,0.353906,1024.89,0.97405,23.4235,72.4,48.917,40.134
1/1/2016 8:00,1,1,2016,8,0.56119,29.1313,16.2214,0.35447,1025.77,11.8733,23.4079,97.26,65.864,53.346
1/1/2016 9:00,1,1,2016,9,0.52022,38.4055,16.6711,0.35395,1026.55,60.507,23.5497,97.64,67.809,58.061
1/1/2016 10:00,1,1,2016,10,0.74308,58.452,17.148,0.352257,1026.88,113.396,23.7287,92.944,63.126,51.459
1/1/2016 11:00,1,1,2016,11,0.82357,36.7122,17.7438,0.356771,1026.38,356.725,24.1579,82.37,50.836,43.843
1/1/2016 12:00,1,1,2016,12,0.85179,64.564,19.0056,0.358854,1025.58,362.872,24.8392,68.811,35.2756,29.3809
1/1/2016 13:00,1,1,2016,13,0.68897,57.333,19.3454,0.355425,1024.53,267.983,25.6372,65.797,35.6147,28.3844
1/1/2016 14:00,1,1,2016,14,0.84358,72.77,19.731,0.357682,1023.68,217.483,26.3217,63.502,37.1822,30.0447
1/1/2016 15:00,1,1,2016,15,0.74612,49.817,19.603,0.356033,1023.03,177.562,26.6566,62.335,38.7728,31.4611
1/1/2016 16:00,1,1,2016,16,0.666,52.173,19.5801,0.354991,1022.68,77.668,26.6409,77.185,41.4558,31.9058
1/1/2016 17:00,1,1,2016,17,0.67512,12.6631,19.1434,0.352387,1022.65,13.8973,26.5558,75.089,33.5856,25.6344
1/1/2016 18:00,1,1,2016,18,0.67274,33.5956,18.8594,0.354905,1022.76,1.02387,26.1094,74.427,41.5454,30.8996
1/1/2016 19:00,1,1,2016,19,0.89585,71.187,18.6365,0.355035,1023.17,1.01111,25.4892,73.216,48.9494,38.8175
1/1/2016 20:00,1,1,2016,20,0.58286,12.4389,18.4421,0.354557,1023.64,0.99957,25.4606,78.345,52.848,43.5403
1/1/2016 21:00,1,1,2016,21,0.72277,328.154,18.272,0.356771,1023.86,1.01111,25.3489,106.144,71.776,48.8236
1/1/2016 22:00,1,1,2016,22,0.67234,331.016,18.0986,0.357726,1023.84,1.02934,25.1902,93.344,63.358,52.847
1/1/2016 23:00,1,1,2016,23,0.477817,10.178,17.8204,0.35638,1023.82,1.00321,25.0791,100.154,68.385,57.505
1/2/2016 0:00,1,2,2016,0,0.6689,353.614,17.6543,0.353429,1023.76,0.9947,25.0791,146.028,109.339,96.133
1/2/2016 1:00,1,2,2016,1,0.6121,328.611,17.4474,0.352778,1023.37,1.03359,25.2079,113.803,83.69,72.868
1/2/2016 2:00,1,2,2016,2,0.59178,1.55322,17.352,0.350911,1022.71,1.00503,25.2652,108.663,80.533,70.727
1/2/2016 3:00,1,2,2016,3,0.62127,49.956,17.4138,0.348437,1021.94,0.99653,25.2104,105.695,82.989,73.635
1/2/2016 4:00,1,2,2016,4,0.494088,19.8491,17.4684,0.350955,1021.4,1.03116,25.0984,92.973,69.715,60.528
1/2/2016 5:00,1,2,2016,5,0.50999,1.42505,17.2608,0.351389,1021.18,1.02083,25.1216,96.852,77.279,69.027
1/2/2016 6:00,1,2,2016,6,0.65762,335.96,17.0011,0.352778,1021.45,1.04089,24.9366,69.577,50.184,42.8461
1/2/2016 7:00,1,2,2016,7,0.6762,345.551,16.9246,0.352257,1022.23,1.03724,24.4487,69.811,49.0733,39.8496
1/2/2016 8:00,1,2,2016,8,0.64522,348.605,17.1338,0.352561,1022.85,11.4844,24.3634,84.969,58.064,46.1292
1/2/2016 9:00,1,2,2016,9,0.77222,324.038,17.5908,0.356641,1023.65,45.8409,24.4661,97.049,67.738,57.774
1/2/2016 10:00,1,2,2016,10,0.69584,344.479,18.1956,0.357639,1023.66,133.953,24.6485,88.857,67.112,57.606
1/2/2016 11:00,1,2,2016,11,0.73534,56.486,19.3688,0.357943,1022.88,307.634,25.2037,79.691,52.987,45.1662
1/2/2016 12:00,1,2,2016,12,0.56887,145.082,20.8209,0.355816,1021.96,298.576,26.1846,94.743,57.9,47.8652
1/2/2016 13:00,1,2,2016,13,0.39422,200.442,21.2827,0.354774,1020.58,291.723,27.1787,85.154,54.206,46.2271
1/2/2016 14:00,1,2,2016,14,1.42083,128.74,22.5569,0.358247,1019.03,503.98,28.0537,99.372,53.543,43.9664
1/2/2016 15:00,1,2,2016,15,1.21997,134.154,23.6194,0.355469,1017.98,365.539,28.9085,163.866,46.8228,33.3428
1/2/2016 16:00,1,2,2016,16,0.96667,102.052,22.6659,0.355208,1017.85,145.114,28.9196,82.942,47.0478,37.3244
1/2/2016 17:00,1,2,2016,17,1.10882,87.996,21.9787,0.354601,1018.13,19.6559,28.9206,91.672,52.768,42.2447
1/2/2016 18:00,1,2,2016,18,0.94561,105.667,21.409,0.351259,1018.33,0.98194,28.391,91.816,51.961,42.7442
1/2/2016 19:00,1,2,2016,19,0.74737,110.68,20.7899,0.351563,1018.91,0.96736,27.637,91.327,54.767,46.2678
1/2/2016 20:00,1,2,2016,20,0.71393,163.744,20.3171,0.354644,1019.61,0.96432,27.4789,102.042,68.905,57.109
1/2/2016 21:00,1,2,2016,21,0.79672,212.816,19.8852,0.355816,1020.22,0.99714,27.2438,149.375,137.042,86.322
1/2/2016 22:00,1,2,2016,22,0.70161,315.882,19.9683,0.354253,1020.2,0.98073,26.9735,146.775,98.876,82
1/2/2016 23:00,1,2,2016,23,0.69973,307.45,19.4239,0.353212,1020.01,0.9625,26.7873,156.1,104.374,83.058
1/3/2016 0:00,1,3,2016,0,0.6699,345.089,18.9158,0.355078,1019.59,0.96615,26.3649,138.947,93.676,76.397
1/3/2016 1:00,1,3,2016,1,0.56118,312.306,18.6861,0.355686,1019.09,0.98802,25.7935,144.921,96.849,76.56
1/3/2016 2:00,1,3,2016,2,0.54549,303.151,18.7577,0.356076,1018.31,0.97465,25.745,132.563,90.854,73.801
1/3/2016 3:00,1,3,2016,3,0.5822,330.698,18.7927,0.354384,1017.77,0.98924,25.7064,130.828,90.247,73.629
1/3/2016 4:00,1,3,2016,4,0.6992,328.705,18.7381,0.355903,1017.48,1.00564,25.6975,,,
1/3/2016 5:00,1,3,2016,5,0.79559,318.317,18.7082,0.355773,1017.38,1.03056,25.7262,118.003,87.857,76.417
1/3/2016 6:00,1,3,2016,6,0.7961,319.216,18.5326,0.355903,1017.64,1.02205,25.64,133.477,94.459,81.088
1/3/2016 7:00,1,3,2016,7,0.87734,314.94,18.2382,0.357378,1018.03,1.15573,25.437,141.506,101.945,86.455
1/3/2016 8:00,1,3,2016,8,0.74444,318.841,18.0774,0.358116,1018.79,65.334,25.3536,154.535,108.121,90.31
1/3/2016 9:00,1,3,2016,9,0.9925,320.439,18.6403,0.358333,1019.26,224.307,25.4648,157.45,116.004,97.281
1/3/2016 10:00,1,3,2016,10,1.01333,311.203,19.2105,0.360156,1019.53,414.011,25.7671,147.222,113.356,95.686
1/3/2016 11:00,1,3,2016,11,1.1486,314.494,20.3987,0.35816,1019.13,506.91,26.2689,124.122,93.644,80.031
1/3/2016 12:00,1,3,2016,12,0.92098,298.173,21.8433,0.357769,1018.06,486.055,27.0506,116.064,83.193,71.313
1/3/2016 13:00,1,3,2016,13,1.09621,295.695,23.1158,0.358724,1016.5,664.23,28.06,95.033,65.592,54.819
1/3/2016 14:00,1,3,2016,14,0.59103,347.43,24.2728,0.356814,1015.13,459.09,28.5924,69.15,47.9203,40.9011
1/3/2016 15:00,1,3,2016,15,0.90869,103.797,24.8114,0.352691,1014.57,355.651,28.7475,96.484,49.7552,39.4503
1/3/2016 16:00,1,3,2016,16,1.2575,144.612,24.9133,0.353646,1014.32,191.454,28.7878,101.481,52.755,42.3322
1/3/2016 17:00,1,3,2016,17,1.40542,145.11,24.242,0.353038,1014.65,48.1049,28.764,102.866,52.855,42.7296
1/3/2016 18:00,1,3,2016,18,1.73107,150.776,23.4056,0.353689,1014.96,1.03785,28.3537,103.2,52.381,42.6849
1/3/2016 19:00,1,3,2016,19,2.06248,148.849,22.7762,0.355599,1015.65,1.02266,27.6357,116.054,65.453,52.7
1/3/2016 20:00,1,3,2016,20,3.04052,151.117,22.2765,0.357118,1016.66,1.02448,27.7917,98.739,64.782,53.836
1/3/2016 21:00,1,3,2016,21,3.38341,145.228,21.4144,0.352604,1017.17,1.0099,27.9668,106.129,48.1386,37.1292
1/3/2016 22:00,1,3,2016,22,2.41713,150.532,21.1877,0.350955,1017.31,0.99531,27.7789,89.986,42.2869,32.5144
1/3/2016 23:00,1,3,2016,23,2.15736,157.019,20.8563,0.354731,1017.14,1.0026,27.6947,59.458,41.6889,33.665
1/4/2016 0:00,1,4,2016,0,1.99561,146.948,20.676,0.353082,1017.05,0.99045,27.2751,57.579,40.2184,32.4949
1/4/2016 1:00,1,4,2016,1,1.90743,150.631,20.255,0.354123,1016.77,1.01293,26.2151,49.2053,36.9184,31.8474
1/4/2016 2:00,1,4,2016,2,1.94918,152.379,19.6981,0.35625,1016.18,1.04878,25.9085,49.9158,39.2947,34.5553
1/4/2016 3:00,1,4,2016,3,1.56607,146.804,19.3822,0.35447,1015.76,1.03906,25.8153,65.563,50.381,43.5625
1/4/2016 4:00,1,4,2016,4,1.24106,135.355,19.4372,0.353689,1015.36,1.02509,25.7459,102.28,72.98,58.46
1/4/2016 5:00,1,4,2016,5,1.42668,137.752,19.329,0.353819,1015.38,1.03481,25.7446,93.405,72.101,63.273
1/4/2016 6:00,1,4,2016,6,1.37949,148.319,19.1067,0.354905,1015.87,1.02205,25.6932,120.712,82.546,68.525
1/4/2016 7:00,1,4,2016,7,1.30011,147.336,18.795,0.356033,1016.45,1.0178,25.5704,112.745,76.789,63.385
1/4/2016 8:00,1,4,2016,8,1.51014,153.121,18.9775,0.354427,1017.12,22.5562,25.772,105.003,74.975,59.815
1/4/2016 9:00,1,4,2016,9,1.86979,163.772,19.5371,0.357552,1018.14,66.411,26.0977,100.7,67.743,48.9456
1/4/2016 10:00,1,4,2016,10,1.46535,145.091,20.7534,0.354253,1018.46,170.243,26.5486,96.419,64.274,45.3119
1/4/2016 11:00,1,4,2016,11,1.32184,148.812,22.2708,0.356293,1018.09,344.808,27.4202,84.132,56.197,40.4642
1/4/2016 12:00,1,4,2016,12,1.13671,162.472,23.5496,0.356597,1017.09,379.494,28.339,63.662,41.5703,32.7922
1/4/2016 13:00,1,4,2016,13,1.11512,169.482,24.2032,0.355252,1015.48,360.092,28.6803,59.367,39.921,31.9368
1/4/2016 14:00,1,4,2016,14,1.23925,165.695,24.8993,0.353819,1014.34,297.911,28.8275,79.893,36.1,26.9804
1/4/2016 15:00,1,4,2016,15,1.59828,152.881,25.6703,0.359418,1013.58,332.901,28.9508,80.365,33.0557,23.6943
1/4/2016 16:00,1,4,2016,16,1.53195,149.339,25.274,0.352908,1013.52,188.663,28.9384,93.141,31.7565,23.2638
1/4/2016 17:00,1,4,2016,17,0.88673,111.907,24.8025,0.351432,1013.45,73.975,28.8645,103.602,38.2085,27.9763
1/4/2016 18:00,1,4,2016,18,0.88955,122.29,23.72,0.351736,1013.62,1.63759,28.4545,97.81,54.557,37.3944
1/4/2016 19:00,1,4,2016,19,0.71495,106.236,22.9636,0.353125,1014.11,1.02205,27.5141,93.389,62.266,45.3544
1/4/2016 20:00,1,4,2016,20,1.72685,146.131,22.9965,0.35395,1015.13,1.02509,27.5847,76.382,51.471,41.6169
1/4/2016 21:00,1,4,2016,21,1.39534,151.557,22.391,0.354731,1015.75,1.01354,27.7041,89.517,60.413,44.2769
1/4/2016 22:00,1,4,2016,22,1.52473,164.086,21.9082,0.354905,1015.85,1.02448,27.8541,77.097,51.692,41.1878
1/4/2016 23:00,1,4,2016,23,1.31082,158.38,21.5556,0.352734,1015.88,1.03238,27.8367,86.583,57.888,45.1967
1/5/2016 0:00,1,5,2016,0,1.51552,144.619,21.3374,0.353125,1015.68,1.0026,27.6624,85.841,60.662,50.407
1/5/2016 1:00,1,5,2016,1,1.23001,138.734,20.8203,0.353255,1015.34,1.02569,26.4569,86.809,62.276,52.639
1/5/2016 2:00,1,5,2016,2,1.91306,136.162,20.5249,0.35434,1014.56,1.04332,26.1828,78.227,61.504,53.924
1/5/2016 3:00,1,5,2016,3,1.86804,137.869,20.4231,0.355599,1013.72,1.00686,26.0534,67.536,58.207,50.419
1/5/2016 4:00,1,5,2016,4,1.73869,135.999,20.3849,0.353602,1013.42,1.01597,25.9251,50.733,45.1312,40.1871
1/5/2016 5:00,1,5,2016,5,1.44807,137.07,20.2625,0.35638,1013.34,1.04939,25.9347,56.986,45.0782,40.0687
1/5/2016 6:00,1,5,2016,6,1.1584,130.134,20.2539,0.355425,1013.99,1.03359,25.8656,71.691,50.678,43.7068
1/5/2016 7:00,1,5,2016,7,1.11476,133.329,20.5286,0.352691,1014.67,1.03542,26.2064,73.125,52.091,43.659
1/5/2016 8:00,1,5,2016,8,1.59243,137.414,20.7516,0.354297,1015.42,15.4863,26.7504,76.119,55.399,45.2161
1/5/2016 9:00,1,5,2016,9,0.95585,137.269,21.2922,0.353776,1016.5,64.275,27.1977,69.463,54.134,47.5561
1/5/2016 10:00,1,5,2016,10,1.51141,135.713,22.3596,0.358507,1016.51,391.209,27.6381,91.481,62.01,45.5369
1/5/2016 11:00,1,5,2016,11,1.87295,174.519,23.6878,0.357248,1015.77,495.965,28.4081,84.045,56.223,41.9632
1/5/2016 12:00,1,5,2016,12,0.63076,199.65,24.5438,0.354688,1014.74,299.914,29.0372,86.493,57.648,43.0448
1/5/2016 13:00,1,5,2016,13,0.51248,299.864,24.9147,0.35434,1013.31,511.25,28.8927,69.598,47.9047,40.0509
1/5/2016 14:00,1,5,2016,14,0.87245,322.317,25.7046,0.358377,1012.12,372.06,29.0093,69.957,48.1508,40.1728
1/5/2016 15:00,1,5,2016,15,0.455105,335.291,25.8954,0.361502,1011.22,341.463,29.1223,73.505,47.7064,39.8939
1/5/2016 16:00,1,5,2016,16,1.3439,91.659,25.9359,0.359158,1010.8,224.086,29.0344,87.474,58.358,45.9308
1/5/2016 17:00,1,5,2016,17,1.58601,95.403,25.5087,0.353342,1010.91,53.788,28.9502,90.383,60.528,49.4777
1/5/2016 18:00,1,5,2016,18,1.23201,93.57,24.4528,0.351866,1011.49,1.45469,28.6939,118.036,78.811,63.195
1/5/2016 19:00,1,5,2016,19,0.94586,81.201,23.5708,0.352691,1012.37,1.02387,27.6033,137.706,92.454,77.521
1/5/2016 20:00,1,5,2016,20,1.09372,93.793,23.0107,0.352734,1013.25,1.01658,27.5277,136.452,94.816,82.439
1/5/2016 21:00,1,5,2016,21,1.32025,131.472,22.6288,0.35434,1014.09,1.02023,27.6811,157.75,106.697,80.1
1/5/2016 22:00,1,5,2016,22,1.33883,140.711,22.3344,0.355773,1014.65,1.05425,27.7359,106.675,71.839,57.203
1/5/2016 23:00,1,5,2016,23,1.629,141.711,21.7387,0.355035,1014.88,1.03299,27.9673,69.593,48.9228,41.6381
1/6/2016 0:00,1,6,2016,0,1.48915,154.118,21.1936,0.352778,1014.97,1.00868,27.6914,66.553,46.251,37.932
1/6/2016 1:00,1,6,2016,1,1.83756,141.155,21.0855,0.353646,1014.98,1.02995,26.5235,65.899,48.0116,40.1819
1/6/2016 2:00,1,6,2016,2,1.83342,130.039,21.0074,0.35395,1014.45,1.0342,26.298,49.5695,36.4366,31.2835
1/6/2016 3:00,1,6,2016,3,1.98717,136.385,20.8165,0.353602,1014.09,1.00382,26.2167,44.1344,33.7306,28.1742
1/6/2016 4:00,1,6,2016,4,1.33415,99.171,21.0025,0.35447,1013.96,1.0099,26.125,45.3094,33.8911,28.55
1/6/2016 5:00,1,6,2016,5,0.79115,76.189,21.1557,0.350955,1014.51,1.03967,26.1399,41.2636,31.3086,26.6528
1/6/2016 6:00,1,6,2016,6,0.58723,38.8076,20.9858,0.350911,1015.23,0.99531,26.1605,47.0967,37.9539,32.8997
1/6/2016 7:00,1,6,2016,7,0.5279,47.9633,20.6825,0.352127,1016.1,1.00078,26.4435,40.8559,33.7838,30.4433
1/6/2016 8:00,1,6,2016,8,1.09125,103.623,21.0816,0.35447,1017.07,29.3125,26.8519,60.32,44.1924,36.6562
1/6/2016 9:00,1,6,2016,9,0.86902,134.868,21.6984,0.355599,1017.95,58.936,27.2956,59.344,44.1061,38.1709
1/6/2016 10:00,1,6,2016,10,1.04202,123.999,22.5235,0.355903,1018.54,366.824,27.7149,65.819,48.1571,39.8619
1/6/2016 11:00,1,6,2016,11,0.9294,135.895,24.0169,0.356988,1018.25,381.934,28.4693,80.352,53.591,34.9522
1/6/2016 12:00,1,6,2016,12,0.90149,311.775,23.8398,0.356554,1017.35,243.25,29.0453,74.513,50.516,39.8824
1/6/2016 13:00,1,6,2016,13,0.96879,148.635,24.8565,0.354644,1016.12,483.075,28.958,61.459,41.1857,31.9964
1/6/2016 14:00,1,6,2016,14,1.21192,159.376,27.0593,0.359722,1015.02,560.42,29.1992,86.838,39.334,29.78
1/6/2016 15:00,1,6,2016,15,1.41698,161.451,27.7771,0.359592,1014.16,447.635,29.5218,89.234,36.2866,27.5042
1/6/2016 16:00,1,6,2016,16,1.96985,159.715,26.7658,0.356727,1014.07,147.952,29.4151,109.7,35.655,26.6169
1/6/2016 17:00,1,6,2016,17,1.70171,159.896,25.9519,0.358377,1014.34,49.0316,29.2192,100.28,37.5289,27.1228
1/6/2016 18:00,1,6,2016,18,2.17003,143.845,25.0518,0.353646,1014.71,2.0678,28.5449,102.883,46.6492,35.3694
1/6/2016 19:00,1,6,2016,19,3.3184,143.416,23.846,0.355208,1015.33,1.05729,27.4044,58.463,39.2245,31.1465
1/6/2016 20:00,1,6,2016,20,2.98983,145.609,22.6593,0.357205,1016.38,1.03845,27.4722,52.521,36.5143,29.8738
1/6/2016 21:00,1,6,2016,21,2.2711,147.017,21.8977,0.358854,1017.07,1.02691,27.8283,66.98,46.4011,32.2689
1/6/2016 22:00,1,6,2016,22,2.42299,153.64,21.7286,0.357812,1017.63,1.03116,28.0444,60.208,41.2669,32.5046
1/6/2016 23:00,1,6,2016,23,2.28702,145.905,21.5342,0.35408,1017.89,1.00686,28.0228,48.1374,35.4708,29.796
1/7/2016 0:00,1,7,2016,0,2.26466,151.409,21.1915,0.355556,1017.43,1.04332,27.5954,47.9737,35.693,29.9526
1/7/2016 1:00,1,7,2016,1,2.05135,148.68,21.0649,0.355078,1017.26,1.05304,26.5503,48.2619,35.7828,30.0242
1/7/2016 2:00,1,7,2016,2,1.50489,141.653,21.004,0.354774,1017.18,1.01172,26.3207,51.546,37.3163,29.8765
1/7/2016 3:00,1,7,2016,3,1.40623,149.454,20.9375,0.355556,1016.9,1.04271,26.2041,52.225,37.8942,29.93
1/7/2016 4:00,1,7,2016,4,1.48843,159.763,20.6467,0.35612,1016.52,1.05486,26.0795,51.373,37.7027,30.5757
1/7/2016 5:00,1,7,2016,5,1.05834,176.429,20.5427,0.355208,1016.76,1.03238,26.0248,55.326,39.1922,31.6759
1/7/2016 6:00,1,7,2016,6,1.19988,182.159,20.7596,0.355946,1017.54,1.05061,26.0834,60.033,41.7004,33.9741
1/7/2016 7:00,1,7,2016,7,1.06042,151.343,21.1045,0.353733,1018.16,1.02023,26.5496,77.951,52.69,37.9706
1/7/2016 8:00,1,7,2016,8,1.59462,115.468,21.4095,0.353863,1018.47,29.9554,27.131,88.073,58.712,39.0928
1/7/2016 9:00,1,7,2016,9,1.48569,113.468,21.9287,0.358637,1019.78,43.0761,27.5334,95.313,63.552,42.787
1/7/2016 10:00,1,7,2016,10,1.56417,133.863,22.3409,0.35842,1020.32,97.697,27.5753,93.813,62.542,43.775
1/7/2016 11:00,1,7,2016,11,1.89139,136.987,22.9183,0.357205,1019.95,179.528,25.5667,93.758,62.506,45.6964
1/7/2016 12:00,1,7,2016,12,2.02046,127.237,23.552,0.357986,1018.75,305.814,26.0987,88.621,59.128,45.0967
1/7/2016 13:00,1,7,2016,13,2.96295,136.54,24.8196,0.357075,1016.83,469.859,27.9208,64.472,42.9744,34.0336
1/7/2016 14:00,1,7,2016,14,2.77292,146.771,25.4326,0.35803,1015.78,351.042,28.8162,62.111,27.7881,21.1842
1/7/2016 15:00,1,7,2016,15,3.24166,146.335,25.5855,0.357075,1015.02,253.082,29.23,51.669,26.4143,18.8643
1/7/2016 16:00,1,7,2016,16,3.45995,138.452,25.1295,0.355816,1014.93,157.947,29.1282,40.1639,27.1833,20.3389
1/7/2016 17:00,1,7,2016,17,3.46433,137.214,24.4174,0.356207,1015.32,53.593,28.991,49.2423,32.8282,23.4506
1/7/2016 18:00,1,7,2016,18,3.08946,139.998,23.3851,0.354427,1015.98,1.4158,28.4858,70.386,46.9143,37.7714
1/7/2016 19:00,1,7,2016,19,3.28919,139.983,22.4811,0.355773,1016.6,1.06276,27.6097,71.806,47.8386,36.9464
1/7/2016 20:00,1,7,2016,20,2.68338,140.938,21.7805,0.356814,1017.19,1.02873,27.967,73.041,49.1439,37.5509
1/7/2016 21:00,1,7,2016,21,2.58996,135.616,21.4446,0.354688,1017.77,1.01415,28.0676,82.575,55.467,42.7511
1/7/2016 22:00,1,7,2016,22,2.1323,142.34,21.3764,0.353993,1018.01,1.00564,28.0736,75.69,50.796,38.625
1/7/2016 23:00,1,7,2016,23,1.60576,128.678,21.3,0.353689,1018.13,1.03724,28.1656,73.023,49.1627,37.586
1/8/2016 0:00,1,8,2016,0,1.65025,96.671,21.1967,0.353299,1018.23,1.01415,27.8972,71.855,48.7677,38.1567
1/8/2016 1:00,1,8,2016,1,2.21322,99.798,20.8852,0.354688,1017.97,1.02873,26.6764,72.573,50.981,40.1767
1/8/2016 2:00,1,8,2016,2,1.76355,109.827,20.5398,0.356944,1017.3,1.04757,26.3782,65.809,47.5372,38.8256
1/8/2016 3:00,1,8,2016,3,1.58415,103.562,20.3543,0.356641,1016.84,1.05729,26.1903,66.183,48.2469,38.72
1/8/2016 4:00,1,8,2016,4,1.12715,102.233,20.0627,0.354905,1016.61,1.02144,25.9898,72.081,50.998,40.7778
1/8/2016 5:00,1,8,2016,5,1.2499,104.492,19.8291,0.357943,1016.54,1.03724,25.917,72.805,52.905,43.6482
1/8/2016 6:00,1,8,2016,6,1.8106,95.367,19.9253,0.357118,1016.96,1.03785,25.8683,79.759,54.75,42.7425
1/8/2016 7:00,1,8,2016,7,1.48677,91.78,20.1471,0.355816,1017.49,1.15148,26.1602,92.053,61.432,47.9923
1/8/2016 8:00,1,8,2016,8,1.26617,98.575,20.4675,0.35625,1017.99,28.268,26.691,111.952,74.645,50.082
1/8/2016 9:00,1,8,2016,9,1.46167,99.135,21.1315,0.355729,1018.69,113.114,27.092,106.302,70.888,48.4592
1/8/2016 10:00,1,8,2016,10,2.01849,123.005,22.2681,0.35842,1018.84,124.902,27.6965,84.7,56.469,37.9615
1/8/2016 11:00,1,8,2016,11,2.53709,133.694,22.9173,0.356641,1018.66,263.704,28.4424,88.153,58.79,38.0286
1/8/2016 12:00,1,8,2016,12,2.50306,129.547,23.397,0.358377,1017.74,162.755,29.0128,65.354,43.5906,30.5991
1/8/2016 13:00,1,8,2016,13,2.79961,143.781,23.8351,0.358984,1016.36,228.929,28.8948,49.8575,33.3669,23.6425
1/8/2016 14:00,1,8,2016,14,3.45839,136.565,24.3392,0.357118,1015.04,331.767,28.9698,40.6422,27.1225,18.8333
1/8/2016 15:00,1,8,2016,15,3.42321,134.313,24.9191,0.357248,1014.26,303.992,29.1063,41.5833,27.7578,18.0194
1/8/2016 16:00,1,8,2016,16,3.6045,135.708,24.547,0.356424,1013.71,197.25,29.0372,43.3206,28.9286,18.5183
1/8/2016 17:00,1,8,2016,17,3.86381,138.071,23.9934,0.357205,1013.53,47.8728,28.9197,44.9631,29.9836,20.7217
1/8/2016 18:00,1,8,2016,18,4.28347,136.953,23.1972,0.354688,1013.76,1.02509,28.489,53.654,35.7558,24.5136
1/8/2016 19:00,1,8,2016,19,3.4105,138.407,22.4025,0.358247,1014.31,1.05243,27.6379,61.671,41.3625,27.8542
1/8/2016 20:00,1,8,2016,20,3.19256,142.604,21.8629,0.358377,1015,1.06641,27.7582,,,
1/8/2016 21:00,1,8,2016,21,3.58425,144.471,21.4585,0.35434,1015.37,1.04149,27.8957,62.99,43.129,32.8194
1/8/2016 22:00,1,8,2016,22,3.56447,146.939,21.1857,0.356641,1015.76,1.07005,27.8384,54.15,38.1858,28.7586
1/8/2016 23:00,1,8,2016,23,3.37781,136.677,21.0797,0.353776,1015.68,1.03542,27.9217,60.777,42.3257,30.1057
1/9/2016 0:00,1,9,2016,0,2.3047,135.834,21.0117,0.35421,1015.29,1.03785,27.6826,106.6,71.1,45
1/9/2016 1:00,1,9,2016,1,1.80111,113.197,20.7737,0.355903,1014.92,1.04392,26.5838,88.776,60.82,43.1656
1/9/2016 2:00,1,9,2016,2,2.04782,130.965,20.5707,0.356944,1014.32,1.05,26.3244,90.8,60.55,43.55
1/9/2016 3:00,1,9,2016,3,2.22512,136.334,20.4148,0.356858,1013.82,1.06337,26.1641,66.846,48.0135,37.0958
1/9/2016 4:00,1,9,2016,4,2.09855,130.043,20.4941,0.356858,1013.42,1.06276,26.0229,62.703,44.1014,35.0357
1/9/2016 5:00,1,9,2016,5,1.24044,118.948,20.395,0.356597,1013.44,1.05,26.0117,75.593,52.387,40.9128
1/9/2016 6:00,1,9,2016,6,1.74698,130.064,20.4266,0.356727,1013.57,1.05182,26.0598,100.508,67.297,44.92
1/9/2016 7:00,1,9,2016,7,1.5245,128.083,20.4952,0.355208,1014.02,1.03177,26.398,92.064,61.382,46.5253
1/9/2016 8:00,1,9,2016,8,2.04748,131.532,20.8443,0.355903,1014.87,7.1373,26.9044,96.967,64.645,47.4024
1/9/2016 9:00,1,9,2016,9,2.19438,128.904,21.4799,0.35803,1015.43,55.88,27.419,103.381,68.9,50.644
1/9/2016 10:00,1,9,2016,10,2.38017,130.97,22.2141,0.357378,1015.85,130.496,27.9466,92.154,61.542,45.6484
1/9/2016 11:00,1,9,2016,11,1.9744,125.435,22.6858,0.358507,1015.62,58.955,28.6866,97.867,65.239,43.855
1/9/2016 12:00,1,9,2016,12,1.99365,126.854,22.971,0.357031,1014.93,83.729,28.922,99.038,66.013,43.1437
1/9/2016 13:00,1,9,2016,13,2.50973,137.265,23.3817,0.357595,1013.58,178.694,28.814,77.473,51.969,35.8618
1/9/2016 14:00,1,9,2016,14,2.87322,138.402,24.3867,0.357075,1012.56,354.441,28.913,53.26,36.3898,26.4096
1/9/2016 15:00,1,9,2016,15,2.48106,122.143,24.9493,0.356684,1012.04,279.143,29.1786,51.648,34.4289,23.4594
1/9/2016 16:00,1,9,2016,16,3.40447,132.129,24.4998,0.355773,1011.84,120.972,29.1247,50.955,34.3633,23.815
1/9/2016 17:00,1,9,2016,17,2.72971,116.583,23.6253,0.355556,1011.79,61.98,28.9933,41.3783,27.8672,20.025
