epoch,loss,val_loss,train_time
0,0.004123046968490682,0.0006540823225160745,5.831021308898926
1,0.001402099188697102,0.0005197824114179017,4.077744245529175
2,0.001115949496471997,0.0005545195260221617,3.851994037628174
3,0.0009795247232156118,0.00042611052170910967,4.152395248413086
4,0.0008494484065521136,0.00047203893789012676,3.906111001968384
5,0.0008061337760492584,0.00037436651637370524,4.0769946575164795
6,0.0007713727529113785,0.00035449056012079746,4.078003406524658
7,0.0007561101814414608,0.0003399227621555345,3.8721420764923096
8,0.0007477745379337272,0.0004218092753738768,3.8959975242614746
9,0.0007536590742436219,0.0003247892430861691,3.9580001831054688
10,0.0007392312696988416,0.00033104422088618197,3.7900004386901855
11,0.0007232994894089234,0.00037277433972257194,3.941002130508423
12,0.0007260578439273245,0.0005761754993120798,3.756002426147461
13,0.0007561271413862647,0.000364660039687544,3.7610044479370117
14,0.0007201150121451934,0.000320483562976306,3.895998477935791
15,0.0007127906621312381,0.0003559299916839739,3.933001756668091
16,0.0007121030508978969,0.00036939177016352795,3.7441937923431396
17,0.0007101681434140802,0.0003373253636719606,3.7398200035095215
18,0.0006948950387885362,0.00031297358825145755,3.836143970489502
19,0.0006951551798441731,0.00032851999230080326,3.9259965419769287
20,0.0006949587681344917,0.0003308777373517549,3.6850011348724365
21,0.0006861870222211329,0.00030718706416523194,3.869124412536621
22,0.0006821570167035172,0.0003512600677343544,3.9169962406158447
23,0.0006912217569896613,0.00036512360887267143,3.6965954303741455
24,0.0006883726976459277,0.0003638119172836701,3.687352180480957
25,0.0006792716708584637,0.00033540524187400253,3.701378345489502
26,0.0006701264345346297,0.00031808759640168237,3.7251851558685303
27,0.0006698565085939801,0.0003354332469171256,3.7320003509521484
28,0.0006778889831797504,0.00039836536729806953,3.674001932144165
29,0.0006851669976918156,0.0003045931663955325,3.7037835121154785
30,0.0006711425226629595,0.00033525613400279305,3.783998966217041
31,0.0006695508553045253,0.00032475346840774765,3.579000473022461
32,0.0006710446490938895,0.00033291488054018576,3.512342691421509
33,0.0006607154956653461,0.0003151777857313413,3.4980013370513916
34,0.00066822994624266,0.00034265607140879396,3.547001361846924
35,0.0006653273353056152,0.0003039219723248574,3.6386780738830566
36,0.0006586520984052018,0.000319106120097449,3.71199369430542
37,0.0006520525758808288,0.0003060209684567945,3.457305669784546
38,0.0006546473869562053,0.00030103780846537547,3.6037893295288086
39,0.0006487670275344529,0.00030950121140416035,3.6859967708587646
40,0.0006472149663770194,0.0003333194640870736,3.5006394386291504
41,0.0006469721926289344,0.0003051944443060452,3.507978916168213
42,0.0006567047314602405,0.0003079537263005275,3.5068249702453613
43,0.0006384166045222361,0.00031287950325668764,3.5187010765075684
44,0.0006477469559300874,0.00030724755492274824,3.5090038776397705
45,0.0006367161846238026,0.00037328752774482736,3.508944272994995
46,0.0006432410120196309,0.0003144183746283141,3.513000965118408
47,0.0006480740172565667,0.0003014661564586082,3.477625846862793
48,0.0006554017258207492,0.00034124451401140943,3.483616352081299
49,0.0006336687503909295,0.0002993191835141288,3.604998826980591
50,0.0006366933171239672,0.0003103063268662754,3.670240640640259
51,0.0006403593512284326,0.00030493163125416595,3.4873108863830566
52,0.0006355580738469359,0.0002952175478336696,3.7342426776885986
53,0.0006343666768078834,0.0003085957064274008,3.676130533218384
54,0.000639015701283162,0.0002988301271653676,3.484882116317749
55,0.0006342992300326171,0.0002965532185472263,3.5084762573242188
56,0.0006245875512865923,0.0003042160094713326,3.474999189376831
57,0.0006261570627009023,0.0003067102475055784,3.4502480030059814
58,0.0006346753771388852,0.0003292209754819771,3.445624351501465
59,0.0006336383522692835,0.0003633233749570183,3.45318341255188
60,0.0006413375396489774,0.0002988703660494323,3.463705062866211
61,0.0006233327488606151,0.0003070278071744132,3.465000867843628
62,0.0006258553249785454,0.0003065855477642839,3.4730021953582764
63,0.0006282403674127518,0.00030721980329444313,3.545001983642578
64,0.0006275436638792283,0.00029343233438008405,3.716665029525757
65,0.0006354035432081506,0.0003010805964134398,3.7479500770568848
66,0.0006215091335611195,0.00030233766811001947,3.511000633239746
67,0.0006228820677533321,0.0003051758173493672,3.5029993057250977
68,0.0006220547404806554,0.00030536093683106424,3.497467041015625
69,0.0006154465278842145,0.00030565323586493215,3.458136558532715
70,0.0006206439689232893,0.0003120346589510694,3.4437577724456787
71,0.0006189519555788127,0.0003066619347274593,3.4646756649017334
72,0.0006177320651399956,0.0003088920596274201,3.452000856399536
73,0.0006198724809504034,0.0003027325977219768,3.466060161590576
74,0.0006179103698368075,0.00032839366033038706,3.4560024738311768
75,0.0006280300559999114,0.0003182345932647811,3.4639992713928223
76,0.0006205709607263694,0.0003085213430837826,3.459001302719116
77,0.000620763304193121,0.0003088224751516003,3.463000535964966
78,0.0006196526599688794,0.0003321894517426099,3.45210599899292
79,0.0006120823317864992,0.00030818364920693844,3.4620003700256348
80,0.0006207109170711027,0.00032125433936059446,3.4910011291503906
81,0.000618586408083053,0.00031714324949047015,3.4729983806610107
82,0.0006186226499176044,0.00030052180562578537,3.4878876209259033
83,0.0006167482970766636,0.00032660628196795144,3.449354887008667
84,0.0006190163868473614,0.0002975244935228352,3.4959123134613037
