TIME,AMB_TEMP,CO,NO,NO2,NOx,O3,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,PM10,PM2.5
1.3950144e+18,17.0,0.38,0.8,8.4,9.2,28.0,76.0,1.6,229.0,249.0,0.5,0.4,61.0,37.0
1.395018e+18,17.0,0.36,0.7,6.3,7.1,28.0,76.0,1.5,272.0,212.0,0.7,0.6,56.0,32.0
1.3950216e+18,17.0,0.34,0.6,5.8,6.4,28.0,77.0,1.5,236.0,203.0,0.7,0.5,53.0,31.0
1.3950252e+18,17.0,0.37,1.1,6.2,7.2,24.0,79.0,1.5,284.0,169.0,0.5,0.6,51.0,32.0
1.3950288e+18,17.0,0.31,0.8,5.0,5.8,26.0,79.0,1.4,201.0,200.0,1.5,1.0,51.0,34.0
1.3950324e+18,17.0,0.3,0.8,2.8,3.6,28.0,77.0,1.4,197.0,189.0,0.9,0.7,51.0,32.0
1.395036e+18,17.0,0.35,1.2,5.9,7.1,24.0,76.0,2.2,224.0,215.0,0.6,0.5,54.0,30.0
1.3950396e+18,18.0,0.66,5.5,14.0,19.0,18.0,74.0,2.1,241.0,293.0,0.8,0.5,57.0,30.0
1.3950432e+18,20.0,0.68,4.7,15.0,19.0,29.0,68.0,3.1,33.0,26.0,0.7,0.2,67.0,33.0
1.3950468e+18,22.0,0.5,2.8,11.0,14.0,38.0,62.0,2.4,88.0,90.0,1.4,0.9,72.0,37.0
1.3950504e+18,23.0,0.41,2.6,8.4,11.0,41.0,62.0,2.7,84.0,67.0,2.0,0.8,72.0,36.0
1.395054e+18,24.0,0.39,2.6,8.5,11.0,42.0,59.0,2.7,65.0,70.0,1.7,1.2,68.0,35.0
1.3950576e+18,25.0,0.37,2.1,7.1,9.2,49.0,58.0,2.4,60.0,54.0,2.0,1.0,65.0,31.0
1.3950612e+18,25.0,33.61436180473702,33.61436180473702,33.61436180473702,33.61436180473702,55.0,60.0,33.61436180473702,71.0,58.0,2.2,0.9,62.0,28.0
1.3950648e+18,25.0,33.7289292011756,33.7289292011756,33.7289292011756,33.7289292011756,33.7289292011756,61.0,33.7289292011756,61.0,68.0,2.2,1.1,59.0,31.0
1.3950684e+18,25.0,0.34,1.2,4.8,6.0,54.0,63.0,1.6,65.0,70.0,1.9,1.0,62.0,30.0
1.395072e+18,24.0,0.36,1.1,6.3,7.4,52.0,67.0,1.6,67.0,71.0,1.9,0.9,71.0,29.0
1.3950756e+18,23.0,0.48,1.4,12.0,14.0,40.0,72.0,1.7,66.0,73.0,1.4,0.8,67.0,27.0
1.3950792e+18,22.0,0.51,1.3,14.0,16.0,34.0,77.0,1.5,61.0,126.0,1.5,0.5,60.0,26.0
1.3950828e+18,21.0,0.52,1.2,15.0,16.0,24.0,79.0,1.9,345.0,308.0,1.3,0.5,60.0,30.0
1.3950864e+18,21.0,0.74,2.5,19.0,21.0,15.0,81.0,1.7,291.0,245.0,0.9,0.8,59.0,31.0
1.39509e+18,21.0,0.86,2.9,20.0,23.0,16.0,81.0,1.7,230.0,265.0,0.7,0.4,65.0,32.0
1.3950936e+18,21.0,0.6,1.1,13.0,14.0,19.0,81.0,1.5,295.0,301.0,0.8,0.7,65.0,35.0
1.3950972e+18,21.0,0.49,1.4,12.0,14.0,16.0,83.0,1.5,231.0,275.0,0.7,0.4,59.0,35.0
1.3951008e+18,20.0,0.44,1.4,8.5,9.9,15.0,84.0,1.4,201.0,187.0,1.1,0.7,57.0,33.0
1.3951044e+18,19.0,0.34,1.0,3.7,4.8,17.0,84.0,1.5,186.0,17.0,0.8,0.5,53.0,30.0
1.395108e+18,19.0,0.36,1.0,5.7,6.7,18.0,85.0,1.4,2.3,308.0,1.2,0.4,46.0,28.0
1.3951116e+18,19.0,0.33,1.6,5.3,6.9,19.0,85.0,1.3,266.0,185.0,0.7,0.4,44.0,28.0
1.3951152e+18,19.0,0.34,1.6,5.5,7.1,19.0,85.0,1.3,248.0,218.0,0.5,0.5,45.0,27.0
1.3951188e+18,18.0,0.39,1.6,7.8,9.4,14.0,86.0,1.3,260.0,207.0,0.5,0.4,45.0,29.0
1.3951224e+18,18.0,0.46,2.4,9.6,12.0,15.0,85.0,1.9,278.0,293.0,0.8,0.8,49.0,29.0
1.395126e+18,19.0,0.6,5.6,13.0,19.0,17.0,81.0,1.9,174.0,179.0,0.6,1.0,56.0,26.0
1.3951296e+18,22.0,0.68,41.01268371624133,41.01268371624133,41.01268371624133,41.01268371624133,73.0,41.01268371624133,176.0,140.0,0.9,0.3,54.0,28.0
1.3951332e+18,24.0,0.59,37.679122901420705,37.679122901420705,37.679122901420705,37.679122901420705,66.0,37.679122901420705,104.0,61.0,1.4,1.1,54.0,33.0
1.3951368e+18,25.0,0.45,35.78526745675841,35.78526745675841,35.78526745675841,35.78526745675841,62.0,35.78526745675841,81.0,82.0,1.9,1.0,35.78526745675841,35.78526745675841
1.3951404e+18,25.0,0.42,35.01416118243613,35.01416118243613,35.01416118243613,35.01416118243613,62.0,1.3,71.0,68.0,2.1,1.5,66.0,49.0
1.395144e+18,26.0,34.087792843691055,34.087792843691055,34.087792843691055,34.087792843691055,42.0,63.0,34.087792843691055,88.0,86.0,2.4,2.0,59.0,36.0
1.3951476e+18,26.0,0.34,33.61436180473702,33.61436180473702,33.61436180473702,50.0,63.0,2.0,76.0,58.0,2.2,1.2,48.0,21.0
1.3951512e+18,26.0,33.7289292011756,33.7289292011756,33.7289292011756,33.7289292011756,48.0,69.0,1.8,72.0,69.0,2.4,1.6,49.0,20.0
1.3951548e+18,25.0,0.32,1.6,5.7,7.3,45.0,73.0,34.167129027138515,67.0,70.0,2.3,1.6,51.0,20.0
1.3951584e+18,24.0,0.33,1.6,6.1,7.7,42.0,74.0,1.3,64.0,57.0,2.0,1.3,46.0,17.0
1.395162e+18,24.0,0.39,1.8,7.4,9.2,39.0,76.0,1.2,60.0,56.0,1.8,1.1,43.0,16.0
1.3951656e+18,24.0,0.42,1.8,9.6,11.0,37.0,77.0,1.2,67.0,54.0,1.7,0.8,44.0,17.0
1.3951692e+18,23.0,0.49,2.3,11.0,14.0,34.0,76.0,1.3,358.0,25.0,0.8,0.4,45.0,19.0
1.3951728e+18,23.0,0.5,2.2,12.0,15.0,30.0,77.0,1.2,337.0,310.0,1.6,0.6,43.0,21.0
1.3951764e+18,22.0,0.66,2.8,17.0,19.0,14.0,80.0,1.2,288.0,235.0,0.7,0.6,49.0,24.0
1.39518e+18,22.0,0.54,2.1,15.0,17.0,14.0,81.0,1.1,308.0,300.0,1.0,0.5,53.0,29.0
1.3951836e+18,22.0,0.5,2.1,13.0,15.0,16.0,81.0,1.1,256.0,274.0,1.0,0.5,50.0,29.0
1.3951872e+18,22.0,0.37,2.4,10.0,13.0,15.0,83.0,1.1,263.0,160.0,1.0,0.7,53.0,29.0
1.3951908e+18,22.0,0.34,2.3,7.9,10.0,15.0,83.0,1.0,273.0,45.0,0.8,0.2,46.0,29.0
1.3951944e+18,21.0,0.34,2.1,7.6,9.7,15.0,84.0,1.0,293.0,291.0,0.7,0.6,40.0,27.0
1.395198e+18,21.0,0.35,0.8,8.1,8.9,14.0,84.0,0.9,275.0,179.0,0.5,0.4,45.0,24.0
1.3952016e+18,21.0,0.33,1.0,5.9,6.9,16.0,84.0,0.9,198.0,198.0,1.0,0.5,45.0,23.0
1.3952052e+18,21.0,0.39,1.0,6.8,7.8,15.0,83.0,0.9,276.0,294.0,1.4,0.6,43.0,26.0
1.3952088e+18,21.0,0.42,1.4,9.9,11.0,13.0,83.0,1.1,220.0,178.0,0.8,0.5,46.0,26.0
1.3952124e+18,22.0,0.63,4.7,11.0,16.0,13.0,81.0,1.2,176.0,173.0,1.0,0.8,50.0,26.0
1.395216e+18,24.0,0.44,4.0,6.1,10.0,16.0,70.0,1.2,185.0,131.0,1.2,0.3,51.0,26.0
1.3952196e+18,25.0,37.679122901420705,4.3,9.4,14.0,25.0,68.0,1.9,105.0,102.0,1.9,1.6,53.0,26.0
1.3952232e+18,26.0,0.39,3.5,7.0,10.0,34.0,65.0,2.0,100.0,92.0,1.9,1.5,53.0,29.0
1.3952268e+18,27.0,0.39,35.01416118243613,35.01416118243613,35.01416118243613,47.0,60.0,2.0,88.0,82.0,1.9,1.6,55.0,32.0
1.3952304e+18,27.0,0.35,0.6,4.3,4.9,54.0,61.0,1.9,64.0,342.0,2.2,0.7,55.0,31.0
1.395234e+18,28.0,0.32,33.61436180473702,33.61436180473702,33.61436180473702,55.0,60.0,1.7,60.0,60.0,2.0,0.6,33.61436180473702,33.61436180473702
1.3952376e+18,27.0,0.3,33.7289292011756,33.7289292011756,33.7289292011756,51.0,62.0,1.3,63.0,57.0,2.6,1.2,53.0,21.0
1.3952412e+18,26.0,0.32,1.4,5.5,6.9,45.0,67.0,1.2,66.0,59.0,1.7,1.6,53.0,19.0
1.3952448e+18,26.0,0.36,1.6,10.0,12.0,38.0,70.0,1.8,67.0,66.0,1.6,1.0,55.0,19.0
1.3952484e+18,25.0,0.4,1.6,9.2,11.0,39.0,74.0,1.3,62.0,58.0,1.5,1.1,55.0,21.0
1.395252e+18,24.0,0.4,1.5,9.0,10.0,38.0,79.0,1.4,68.0,85.0,1.8,0.9,55.0,21.0
1.3952556e+18,24.0,0.38,1.4,10.0,12.0,33.0,82.0,1.3,69.0,73.0,2.0,0.7,56.0,23.0
1.3952592e+18,23.0,0.4,1.4,11.0,12.0,25.0,81.0,1.2,346.0,324.0,1.6,0.7,53.0,27.0
1.3952628e+18,23.0,0.43,1.5,9.2,11.0,23.0,80.0,1.0,319.0,308.0,1.1,1.1,55.0,30.0
1.3952664e+18,23.0,0.46,1.5,9.7,11.0,21.0,80.0,1.0,299.0,263.0,0.6,1.0,60.0,31.0
1.39527e+18,23.0,0.38,1.4,8.9,10.0,22.0,80.0,1.1,231.0,196.0,0.7,0.5,59.0,29.0
1.3952736e+18,23.0,0.38,1.6,7.0,8.6,19.0,82.0,1.0,201.0,163.0,0.9,0.4,55.0,25.0
1.3952772e+18,22.0,0.35,1.5,6.4,7.9,16.0,84.0,1.5,254.0,346.0,0.8,0.3,51.0,22.0
1.3952808e+18,22.0,0.34,1.4,7.1,8.5,17.0,84.0,1.6,354.0,348.0,0.7,0.3,53.0,29.0
1.3952844e+18,22.0,0.34,0.6,4.4,4.9,20.0,82.0,1.6,280.0,287.0,1.2,0.5,55.0,36.0
1.395288e+18,21.0,0.3,0.4,4.9,5.3,16.0,85.0,1.6,225.0,301.0,0.9,0.8,54.0,31.0
1.3952916e+18,21.0,0.33,0.4,4.5,4.9,21.0,83.0,1.6,315.0,278.0,0.6,0.9,54.0,30.0
1.3952952e+18,21.0,0.33,0.6,5.1,5.7,21.0,79.0,1.5,196.0,200.0,1.3,1.1,56.0,31.0
1.3952988e+18,22.0,0.65,3.4,14.0,17.0,16.0,75.0,1.8,262.0,61.0,0.8,0.4,54.0,31.0
1.3953024e+18,23.0,0.72,6.9,15.0,22.0,20.0,74.0,2.8,109.0,83.0,1.4,1.8,55.0,32.0
1.395306e+18,23.0,0.47,1.9,8.5,10.0,33.0,71.0,2.3,67.0,69.0,3.8,2.4,57.0,26.0
1.3953096e+18,21.0,0.44,1.0,6.5,7.5,47.0,73.0,1.5,69.0,72.0,4.0,4.1,53.0,15.0
1.3953132e+18,20.0,0.45,0.8,6.8,7.6,52.0,74.0,1.5,69.0,71.0,2.6,3.5,45.0,11.0
1.3953168e+18,20.0,0.5,0.8,7.9,8.7,49.0,72.0,1.6,68.0,68.0,3.1,2.7,45.0,10.0
1.3953204e+18,19.0,0.49,0.8,8.5,9.3,48.0,75.0,1.6,69.0,75.0,2.3,2.4,46.0,15.0
1.395324e+18,18.0,0.45,0.9,8.4,9.3,50.0,73.0,1.4,75.0,68.0,3.1,2.8,40.0,16.0
1.3953276e+18,18.0,0.39,0.7,7.1,7.7,51.0,71.0,1.4,69.0,63.0,3.0,2.9,38.0,15.0
1.3953312e+18,17.0,0.54,0.8,11.0,12.0,46.0,75.0,1.6,80.0,74.0,3.0,2.1,35.0,17.0
1.3953348e+18,17.0,0.47,0.9,10.0,11.0,49.0,73.0,1.4,69.0,78.0,2.0,1.9,31.0,16.0
1.3953384e+18,16.0,0.42,0.7,9.1,9.8,48.0,72.0,1.5,74.0,71.0,2.1,2.1,29.0,15.0
1.395342e+18,16.0,0.38,0.6,7.8,8.4,55.0,66.0,1.9,68.0,64.0,1.8,1.2,38.0,18.0
1.3953456e+18,16.0,0.4,0.6,7.5,8.1,58.0,66.0,2.5,63.0,60.0,2.2,1.2,54.0,26.0
1.3953492e+18,15.0,0.47,0.7,7.4,8.1,54.0,63.0,2.7,74.0,45.0,1.6,0.7,59.0,32.0
1.3953528e+18,15.0,0.36,0.6,4.5,5.1,59.0,60.0,2.7,67.0,114.0,2.9,0.5,65.0,33.0
1.3953564e+18,15.0,0.33,0.8,3.1,3.9,61.0,58.0,2.4,1.8,322.0,2.2,0.5,73.0,33.0
1.39536e+18,15.0,0.34,0.4,2.8,3.2,61.0,58.0,2.1,311.0,319.0,1.3,1.2,75.0,31.0
1.3953636e+18,15.0,0.34,0.5,2.4,2.9,61.0,59.0,1.7,324.0,309.0,1.6,0.6,76.0,35.0
1.3953672e+18,15.0,0.26,0.5,1.9,2.4,57.0,58.0,1.3,337.0,318.0,1.0,0.4,73.0,35.0
1.3953708e+18,14.0,0.29,1.3,2.8,4.2,51.0,71.0,1.3,279.0,245.0,1.3,0.8,65.0,31.0
1.3953744e+18,13.0,0.31,1.2,3.1,4.3,51.0,76.0,1.2,268.0,311.0,1.0,0.7,55.0,30.0
1.395378e+18,12.0,0.26,1.1,3.1,4.3,49.0,80.0,1.0,311.0,317.0,1.7,1.5,49.0,28.0
1.3953816e+18,12.0,0.29,1.1,4.0,5.0,48.0,78.0,1.0,292.0,211.0,0.8,1.3,40.0,23.0
1.3953852e+18,12.0,0.37,1.3,8.4,9.7,44.0,79.0,1.1,194.0,231.0,1.0,0.7,34.0,17.0
1.3953888e+18,13.0,0.37,1.2,9.3,11.0,42.0,78.0,1.1,294.0,290.0,1.8,1.0,35.0,17.0
1.3953924e+18,13.0,0.38,1.6,9.8,11.0,37.0,78.0,1.0,288.0,292.0,1.6,1.5,37.0,18.0
1.395396e+18,13.0,0.31,1.6,6.8,8.3,42.0,77.0,1.0,215.0,198.0,1.1,0.5,39.0,17.0
1.3953996e+18,13.0,0.28,1.6,6.0,7.6,43.0,69.0,1.1,205.0,201.0,1.3,0.6,45.0,18.0
1.3954032e+18,14.0,0.28,1.3,5.7,7.0,44.0,63.0,1.1,287.0,314.0,1.3,0.8,48.0,16.0
1.3954068e+18,14.0,0.25,1.5,5.4,6.8,45.0,60.0,1.2,296.0,298.0,1.7,1.3,51.0,12.0
1.3954104e+18,14.0,0.25,1.3,5.7,7.0,48.0,56.0,1.2,337.0,316.0,1.3,0.6,57.0,14.0
1.395414e+18,14.0,0.22,1.3,4.8,6.1,50.0,55.0,1.1,304.0,291.0,1.9,1.4,57.0,16.0
1.3954176e+18,14.0,0.27,1.4,6.5,7.9,47.0,56.0,1.2,285.0,214.0,0.9,1.1,53.0,16.0
1.3954212e+18,14.0,0.31,1.7,8.0,9.7,41.0,60.0,1.0,275.0,285.0,1.5,1.1,54.0,13.0
1.3954248e+18,14.0,0.33,1.5,9.5,11.0,36.0,62.0,1.1,294.0,284.0,1.6,1.5,53.0,13.0
1.3954284e+18,14.0,0.31,1.6,9.9,11.0,32.0,65.0,1.0,288.0,281.0,1.8,1.4,48.0,15.0
1.395432e+18,14.0,0.28,1.5,7.7,9.2,35.0,64.0,0.9,255.0,196.0,1.0,0.5,48.0,14.0
1.3954356e+18,14.0,0.25,1.3,5.7,7.1,37.0,65.0,0.9,236.0,272.0,1.3,0.5,48.0,16.0
1.3954392e+18,14.0,0.24,1.3,5.4,6.7,37.0,65.0,0.9,280.0,289.0,0.9,0.5,43.0,14.0
1.3954428e+18,13.0,0.18,1.3,4.5,5.7,36.0,69.0,0.9,252.0,195.0,1.0,0.6,37.0,11.0
1.3954464e+18,13.0,0.16,1.2,3.0,4.2,37.0,68.0,0.9,278.0,282.0,0.8,0.4,39.0,12.0
1.39545e+18,13.0,0.14,1.0,2.3,3.3,37.0,68.0,1.0,280.0,306.0,0.9,0.4,37.0,9.0
1.3954536e+18,13.0,0.15,0.8,2.4,3.2,36.0,70.0,1.0,234.0,287.0,1.2,0.6,31.0,8.0
1.3954572e+18,14.0,0.14,0.6,2.2,2.8,38.0,68.0,1.0,270.0,217.0,1.1,0.7,33.0,10.0
1.3954608e+18,14.0,0.16,0.7,2.2,2.9,38.0,68.0,1.2,241.0,288.0,1.5,0.7,33.0,9.0
1.3954644e+18,14.0,0.17,0.7,2.7,3.3,43.0,68.0,1.0,290.0,283.0,1.2,1.1,34.0,10.0
1.395468e+18,14.0,0.21,0.8,4.4,5.1,39.0,70.0,1.0,262.0,212.0,0.8,0.6,38.0,14.0
1.3954716e+18,14.0,0.27,1.2,6.4,7.6,33.0,69.0,1.3,253.0,206.0,0.6,0.5,39.0,14.0
1.3954752e+18,15.0,0.45,1.7,13.0,15.0,29.0,68.0,1.2,312.0,318.0,1.2,0.6,44.0,14.0
1.3954788e+18,16.0,0.38,2.2,15.0,17.0,31.0,66.0,1.5,335.0,60.0,1.4,0.6,51.0,15.0
1.3954824e+18,17.0,0.34,2.0,14.0,16.0,38.0,60.0,1.6,42.0,69.0,1.6,0.4,54.0,16.0
1.395486e+18,18.0,0.31,2.0,9.9,12.0,46.0,56.0,1.3,61.0,55.0,2.1,0.9,51.0,15.0
1.3954896e+18,18.0,0.3,1.6,7.6,9.3,47.0,55.0,1.4,64.0,66.0,1.9,1.4,48.0,12.0
1.3954932e+18,18.0,0.29,1.2,8.1,9.3,47.0,56.0,1.5,64.0,64.0,1.6,1.0,50.0,13.0
1.3954968e+18,18.0,0.33,1.4,9.4,11.0,45.0,56.0,1.2,103.0,117.0,1.9,1.1,46.0,14.0
1.3955004e+18,18.0,0.35,1.1,10.0,11.0,45.0,56.0,1.2,124.0,118.0,1.7,1.6,40.0,14.0
1.395504e+18,17.0,0.31,1.3,12.0,14.0,40.0,60.0,1.2,167.0,206.0,1.0,0.7,45.0,13.0
1.3955076e+18,17.0,0.34,1.0,14.0,15.0,34.0,65.0,1.3,251.0,245.0,0.8,0.4,51.0,16.0
1.3955112e+18,17.0,0.4,1.2,16.0,18.0,24.0,70.0,1.2,252.0,284.0,1.2,0.6,54.0,20.0
1.3955148e+18,16.0,0.39,1.1,14.0,15.0,27.0,69.0,1.4,251.0,203.0,1.1,0.7,54.0,22.0
1.3955184e+18,16.0,0.28,1.0,9.8,11.0,29.0,71.0,1.3,232.0,290.0,1.1,0.7,48.0,18.0
1.395522e+18,16.0,0.33,0.9,12.0,13.0,26.0,72.0,1.2,289.0,290.0,1.0,0.8,40.0,18.0
1.3955256e+18,16.0,0.34,0.9,13.0,14.0,27.0,74.0,1.2,272.0,221.0,1.0,0.7,43.0,19.0
1.3955292e+18,16.0,0.22,0.8,7.0,7.8,33.0,73.0,1.4,205.0,201.0,1.1,0.7,42.0,18.0
1.3955328e+18,16.0,0.22,0.8,5.5,6.3,32.0,72.0,1.4,248.0,239.0,0.7,0.4,34.0,14.0
1.3955364e+18,16.0,0.24,0.9,6.1,7.0,31.0,72.0,0.9,259.0,229.0,1.1,0.7,32.0,11.0
1.39554e+18,16.0,0.2,0.7,4.3,5.0,32.0,73.0,0.9,262.0,238.0,1.1,0.7,32.0,11.0
1.3955436e+18,16.0,0.18,0.9,2.6,3.5,33.0,72.0,0.9,233.0,202.0,1.1,0.5,27.0,7.0
1.3955472e+18,16.0,0.18,0.9,2.1,2.9,33.0,70.0,1.0,265.0,212.0,0.9,0.6,22.0,7.0
1.3955508e+18,16.0,0.18,1.0,2.3,3.3,31.0,71.0,0.9,246.0,35.0,0.5,0.5,23.0,11.0
1.3955544e+18,16.0,0.32,1.0,6.5,7.5,25.0,72.0,0.9,221.0,194.0,0.6,0.2,27.0,10.0
1.395558e+18,17.0,0.39,1.5,7.4,8.9,29.0,69.0,1.1,265.0,10.0,0.8,0.1,29.0,10.0
1.3955616e+18,18.0,0.44,2.0,11.0,13.0,33.0,63.0,1.6,50.0,352.0,0.9,0.4,33.0,11.0
1.3955652e+18,20.0,0.44,2.8,13.0,16.0,36.0,56.0,1.9,105.0,139.0,1.0,0.4,37.0,12.0
1.3955688e+18,21.0,0.27,2.2,7.6,9.9,42.0,56.0,1.5,113.0,106.0,2.3,1.8,40.0,12.0
1.3955724e+18,21.0,0.25,1.6,5.8,7.4,44.0,57.0,1.3,123.0,133.0,2.3,2.3,40.0,10.0
1.395576e+18,21.0,0.24,1.4,6.2,7.6,46.0,54.0,1.1,129.0,127.0,3.0,3.0,37.0,12.0
1.3955796e+18,20.0,0.23,1.3,5.8,7.0,45.0,56.0,1.0,131.0,131.0,3.2,2.7,35.0,13.0
1.3955832e+18,20.0,0.23,1.1,4.7,5.8,46.0,56.0,1.0,136.0,146.0,2.1,2.2,33.0,10.0
1.3955868e+18,20.0,0.22,1.4,7.2,8.6,44.0,57.0,1.1,172.0,177.0,2.1,2.1,33.0,8.0
1.3955904e+18,20.0,0.29,1.6,14.0,16.0,37.0,60.0,2.4,180.0,182.0,1.6,1.8,35.0,9.0
1.395594e+18,20.0,0.35,1.2,11.0,12.0,40.0,60.0,1.4,172.0,177.0,1.5,1.0,34.0,9.0
1.3955976e+18,19.0,0.39,1.1,13.0,14.0,36.0,62.0,1.2,215.0,314.0,1.1,0.3,33.0,12.0
1.3956012e+18,18.0,0.43,1.4,16.0,17.0,25.0,69.0,1.2,7.6,303.0,1.1,0.3,35.0,13.0
1.3956048e+18,17.0,0.46,1.4,16.0,18.0,20.0,72.0,1.0,302.0,317.0,0.5,0.6,34.0,13.0
1.3956084e+18,17.0,0.46,2.0,16.0,18.0,22.0,74.0,1.0,260.0,285.0,1.4,0.7,37.0,10.0
1.395612e+18,17.0,0.33,0.9,9.2,10.0,25.0,74.0,1.0,234.0,288.0,0.9,0.3,33.0,10.0
1.3956156e+18,17.0,0.29,0.9,8.6,9.5,26.0,75.0,1.0,236.0,246.0,1.0,0.6,31.0,12.0
1.3956192e+18,17.0,0.21,0.9,4.7,5.5,30.0,75.0,1.0,217.0,204.0,0.8,0.5,33.0,10.0
1.3956228e+18,17.0,0.19,0.7,3.8,4.5,30.0,74.0,1.1,260.0,284.0,1.2,0.6,31.0,7.0
1.3956264e+18,17.0,0.19,0.8,4.8,5.6,28.0,76.0,1.2,241.0,147.0,0.7,0.6,27.0,8.0
1.39563e+18,17.0,0.18,0.8,3.8,4.6,30.0,75.0,1.2,278.0,273.0,0.7,0.6,24.0,12.0
1.3956336e+18,17.0,0.2,1.0,5.1,6.2,28.0,76.0,1.2,240.0,200.0,0.9,0.6,26.0,8.0
1.3956372e+18,17.0,0.2,1.0,4.9,5.9,28.0,76.0,1.1,223.0,214.0,0.7,0.5,24.0,8.0
1.3956408e+18,17.0,0.29,1.6,7.2,8.8,24.0,77.0,1.2,239.0,170.0,1.0,0.6,28.0,14.0
1.3956444e+18,18.0,0.36,2.8,11.0,14.0,22.0,72.0,2.3,226.0,215.0,0.9,0.5,31.0,13.0
1.395648e+18,19.0,0.53,4.0,15.0,19.0,20.0,68.0,1.8,306.0,64.0,1.3,0.2,37.0,11.0
1.3956516e+18,19.0,0.54,9.2,22.0,31.0,20.0,72.0,2.5,55.0,61.0,1.7,0.8,51.0,14.0
1.3956552e+18,22.0,0.29,3.2,7.9,11.0,42.0,66.0,2.0,79.0,102.0,2.0,1.1,50.0,16.0
1.3956588e+18,22.0,0.23,1.9,5.3,7.2,48.0,66.0,1.5,117.0,126.0,4.7,3.5,43.0,15.0
1.3956624e+18,22.0,0.23,1.4,4.4,5.7,51.0,63.0,1.7,129.0,159.0,2.4,3.8,42.0,13.0
1.395666e+18,23.0,0.23,1.7,5.3,7.0,50.0,61.0,1.5,139.0,138.0,3.3,3.0,43.0,13.0
1.3956696e+18,23.0,0.23,2.2,10.0,12.0,44.0,61.0,1.2,154.0,149.0,2.8,2.3,43.0,14.0
1.3956732e+18,22.0,0.25,1.9,13.0,15.0,41.0,61.0,1.3,137.0,133.0,2.0,2.2,38.0,16.0
1.3956768e+18,22.0,0.34,1.7,14.0,16.0,41.0,62.0,1.5,121.0,125.0,2.4,2.0,39.0,16.0
1.3956804e+18,21.0,0.43,2.1,18.0,20.0,36.0,64.0,1.5,134.0,171.0,1.6,2.0,43.0,17.0
1.395684e+18,21.0,0.51,2.0,21.0,23.0,31.0,66.0,1.4,143.0,120.0,1.6,1.1,44.0,16.0
1.3956876e+18,21.0,0.5,1.8,24.0,26.0,26.0,69.0,1.8,121.0,145.0,0.7,0.7,43.0,16.0
1.3956912e+18,21.0,0.57,1.8,24.0,26.0,24.0,70.0,2.2,85.0,328.0,1.0,0.1,44.0,16.0
1.3956948e+18,20.0,0.47,1.7,20.0,22.0,24.0,73.0,1.5,315.0,306.0,1.0,0.7,45.0,15.0
1.3956984e+18,20.0,0.4,1.3,15.0,17.0,24.0,74.0,1.5,308.0,321.0,1.2,0.8,46.0,14.0
1.395702e+18,20.0,0.31,1.2,11.0,12.0,22.0,75.0,1.4,299.0,232.0,0.7,0.6,45.0,18.0
1.3957056e+18,20.0,0.26,1.3,8.7,9.9,22.0,76.0,1.3,248.0,285.0,0.7,0.4,38.0,18.0
1.3957092e+18,19.0,0.25,1.0,6.9,7.9,21.0,78.0,1.2,305.0,2.9,0.6,0.7,27.0,12.0
1.3957128e+18,18.0,0.25,1.0,6.8,7.7,21.0,79.0,1.3,269.0,273.0,0.7,0.4,27.0,14.0
1.3957164e+18,18.0,0.25,0.7,10.0,11.0,15.0,82.0,1.3,302.0,327.0,0.6,0.7,27.0,16.0
1.39572e+18,17.0,0.24,0.6,8.9,9.4,18.0,83.0,1.3,260.0,195.0,1.0,0.5,23.0,16.0
1.3957236e+18,17.0,0.23,0.6,4.6,5.2,21.0,81.0,1.2,280.0,241.0,0.5,0.6,26.0,13.0
1.3957272e+18,17.0,0.31,1.0,6.5,7.5,19.0,80.0,1.2,229.0,290.0,1.2,0.5,26.0,9.0
1.3957308e+18,19.0,0.56,4.6,13.0,18.0,18.0,76.0,1.8,249.0,188.0,0.7,0.5,35.0,15.0
1.3957344e+18,21.0,41.01268371624133,41.01268371624133,41.01268371624133,41.01268371624133,30.0,66.0,41.01268371624133,161.0,60.0,1.5,0.5,43.0,17.0
1.395738e+18,24.0,37.679122901420705,37.679122901420705,37.679122901420705,37.679122901420705,37.679122901420705,57.0,37.679122901420705,93.0,41.0,1.4,0.5,37.679122901420705,37.679122901420705
1.3957416e+18,25.0,35.78526745675841,2.1,8.5,11.0,41.0,57.0,35.78526745675841,102.0,76.0,1.8,1.6,38.0,19.0
1.3957452e+18,25.0,0.31,1.6,8.6,10.0,45.0,56.0,2.1,97.0,88.0,1.9,1.7,38.0,20.0
1.3957488e+18,26.0,0.26,0.8,6.0,6.8,52.0,58.0,1.7,67.0,39.0,1.8,0.9,37.0,20.0
1.3957524e+18,26.0,0.23,33.61436180473702,33.61436180473702,33.61436180473702,57.0,57.0,1.3,46.0,69.0,1.9,0.7,39.0,16.0
1.395756e+18,26.0,0.24,33.7289292011756,33.7289292011756,33.7289292011756,55.0,60.0,1.3,34.0,324.0,2.5,0.4,45.0,17.0
1.3957596e+18,25.0,0.26,34.167129027138515,34.167129027138515,34.167129027138515,54.0,58.0,1.3,61.0,58.0,1.7,1.0,48.0,17.0
1.3957632e+18,25.0,0.32,35.651572264081466,35.651572264081466,35.651572264081466,51.0,60.0,1.2,60.0,61.0,1.7,1.1,45.0,16.0
